Date,Close,High,Low,Open,Volume,daily_return,ma_7,volatility
,,,,,,,,
2025-01-13,715.1403198242188,729.3058939862478,708.2781097642194,726.9041084985033,10414733.0,-0.016183412002697177,,
2025-01-14,733.4232177734375,742.0989878190752,718.5224071080802,718.5224071080802,11960975.0,0.020738129413848512,,
2025-01-15,738.8639526367188,743.9616062267667,735.2367725918546,738.3247909702291,7792299.0,0.0007302499835894449,,
2025-01-16,751.2158813476562,761.4111881866247,745.4320548303559,745.4320548303559,11816079.0,0.007759025762068415,,
2025-01-17,749.0592041015625,752.8334554551853,744.4517681682984,751.215910613101,5766573.0,-0.002870954250394237,,
2025-01-20,763.9110107421875,769.5478260283826,752.735387806503,753.8627747972309,9198929.0,0.013328998699609844,,
2025-01-21,744.1085815429688,769.4497769744905,741.1676345954302,769.3517095093413,13751780.0,-0.03281090774786409,742.2460239955357,0.018270146590229238
2025-01-22,738.6188354492188,747.9808379018228,723.4729467516976,747.0005222558178,9908339.0,-0.011220456421218786,745.60009765625,0.017684581384780726
2025-01-23,731.2174682617188,740.7755458622017,728.4725365710152,735.2367384986907,10986405.0,-0.005466634114583323,745.2849905831473,0.014975779785793559
2025-01-24,729.501953125,738.8639561065576,724.4533033293378,735.138768408009,10579213.0,-0.007667688775570775,743.9475620814732,0.014835348430472734
2025-01-27,734.4525146484375,740.4814201410142,721.4143281559363,725.4335984843208,11433353.0,0.012432448928420632,741.5527954101562,0.015619300209748952
2025-01-28,737.5895385742188,744.7948348595096,730.7273288420482,742.0989667504426,14140860.0,-0.006076585978781365,739.9142717633929,0.015596993681796489
2025-01-29,743.5204467773438,745.8241647145189,735.0406921284334,738.1777143020389,9251973.0,0.007237732014649749,737.0013340541294,0.014513149926200052
2025-01-30,747.5887451171875,749.9415267817568,739.8932906386025,743.6184784127346,11085824.0,0.0053391178671723,737.4985002790179,0.00896993107145328
2025-01-31,757.68603515625,762.2444673012822,744.5497807267266,749.8435094869757,10083763.0,0.010458883180358505,740.2223859514509,0.008492059182999424
2025-02-01,750.9218139648438,763.4208389361906,737.3444656745553,759.548580017539,9363077.0,-0.011357754170899903,743.0372924804688,0.009610852179478435
2025-02-03,745.9712524414062,747.7848125737272,738.3248018604113,747.7848125737272,7862190.0,-0.0024252433344815385,745.3900495256696,0.008961456360713809
2025-02-04,763.8619995117188,765.8716347144651,750.5787338459753,751.9021360972733,12020807.0,0.015906143685829568,749.5914045061384,0.009687369267581262
2025-02-05,750.9708251953125,766.6068724766379,749.9415056836675,764.6462410892296,13419162.0,-0.01788463103465555,751.5030168805804,0.012182403703259527
2025-02-06,737.4424438476562,755.6762909086074,735.2857374622155,753.8627308990996,32745391.0,-0.0217815344603381,750.6347307477679,0.014448333680675123
2025-02-07,722.688720703125,744.9418982807152,717.3459883584466,744.8438308139157,37240692.0,-0.02974463799556623,747.0775844029018,0.016906380845125468
2025-02-10,722.2965698242188,729.256846944206,718.963532464286,725.4335919181764,12667049.0,-0.004324340820312411,742.0219464983259,0.015016731187709818
2025-02-11,716.7088012695312,725.5807064311172,712.2483766958933,722.9338420118377,13017060.0,-0.00861080278796035,737.1343732561384,0.015018249279990943
2025-02-12,718.7184448242188,724.1591847308209,703.0333943785369,718.7184448242188,12697743.0,0.0,733.2411150251116,0.015244032891644343
2025-02-13,713.3267211914062,722.9828066071801,711.8562476864424,719.9438519637431,12370571.0,-0.009191176165040844,726.0217895507812,0.010482969588127316
2025-02-14,707.9349975585938,718.4733911976853,702.1021072520733,716.5617636405941,10417539.0,-0.012039110261997298,719.8738141741071,0.010266736158575613
2025-02-17,713.375732421875,714.4050519193028,697.5436102537428,704.8959778549706,9093600.0,0.012029795648300676,716.4357125418527,0.012696549822842507
2025-02-18,711.5131225585938,713.9149079885333,703.2294429330741,713.3757463206829,8562003.0,-0.002610999563267779,714.8391985212054,0.008024046340325048
2025-02-19,712.9835815429688,720.3849529544706,707.8369242269698,707.8369242269698,6766606.0,0.007270964737562415,713.508771623884,0.008974555185140471
2025-02-20,715.3363647460938,717.100921006022,709.1113242684337,710.6308614417115,7423268.0,0.0066215859171043995,713.3127092633929,0.008916696306152662
2025-02-21,707.7879028320312,717.2969766512275,705.8272715222472,712.983563836215,6571602.0,-0.007287210067267831,711.751203264509,0.009371009877717289
2025-02-24,702.2981567382812,705.5821902376468,696.5142704603655,696.5142704603655,6912148.0,0.008304045621481404,710.1756940569196,0.009070758331763936
2025-02-25,696.9064331054688,704.7979622750793,696.0241250697796,704.7979622750793,8599635.0,-0.011196867176143304,708.6001848493304,0.008860427065997595
2025-02-27,690.0442504882812,703.5725952859297,687.2993186401222,701.9060466163252,12033139.0,-0.016899407242929477,705.2671160016741,0.010007469946465336
2025-02-28,675.241455078125,687.5444053811439,669.1634856554016,687.1033111747046,15780609.0,-0.017263569980910116,700.08544921875,0.011513051249461595
2025-03-03,681.6134643554688,683.6721631354309,666.6146467698901,676.5648746220754,10598479.0,0.007462092583824184,695.60400390625,0.011545385879821594
2025-03-04,701.9550170898438,704.3077986097232,678.4764450422322,679.3587530706169,14386214.0,0.03326116564641959,693.6923828125,0.018217058942685518
2025-03-05,715.9735107421875,716.9048225760387,702.8863207536921,703.425482394221,10409805.0,0.017838461446203577,694.8617553710938,0.019114019305314946
2025-03-06,717.6400756835938,722.2475713084986,712.6894935069948,721.5123345545368,10928847.0,-0.005366864411727305,697.0534580775669,0.019188637812453408
2025-03-07,718.3262939453125,720.3849328808595,713.6697945986864,717.6400610222238,7246729.0,0.0009562355285896709,700.1134381975446,0.01842309307833243
2025-03-10,714.5521240234375,723.9631306303024,712.2973500895013,718.3263154629034,7400109.0,-0.005254146142528161,703.6145629882812,0.016795834203467894
2025-03-11,715.4833984375,719.6007363944591,708.4741769972491,710.6308835302965,5538789.0,0.006828460484431818,709.3634120396206,0.013787270475599779
2025-03-12,708.8172607421875,722.4926768362947,704.8959979099689,716.2186323712558,5547762.0,-0.01033395571484067,713.2496686662946,0.015436637088576158
2025-03-13,713.5227661132812,717.0519385721029,710.2387324158618,711.6111983443574,5908337.0,0.0026862530738292886,714.9022042410714,0.009384757247430328
2025-03-17,708.915283203125,716.8558160007225,708.0819790039528,714.5520981665495,5149563.0,-0.007888598994933846,713.8938860212054,0.0062178007088294004
2025-03-18,708.915283203125,708.915283203125,708.915283203125,708.915283203125,0.0,0.0,712.6474870954241,0.00615386972410073
2025-03-19,730.4331665039062,734.5505041985215,724.551272606947,725.0414304316936,7604850.0,0.007436452381765822,714.3770403180804,0.007067391188686365
2025-03-20,734.7955932617188,737.8836115337692,729.5509283979652,733.2761159507572,6963197.0,0.002072176193808499,717.2689644949777,0.006860121385528012
2025-03-21,738.373779296875,740.7265010195747,732.2958101375568,735.1877533491547,9577327.0,0.004333622170943831,720.5390189034598,0.006508989131576894
2025-03-24,765.4304809570312,767.5381836299999,740.236355685803,743.0792951283579,12095064.0,0.030079139568560388,728.6266217912946,0.011820950776102278
2025-03-25,757.636962890625,770.52813824643,754.05884649493,768.4694992151382,15190143.0,-0.014096247587674953,734.9286499023438,0.013995947522096718
2025-03-26,748.961181640625,760.7739736513279,746.4613886162912,756.8037071028305,7711852.0,-0.010362694300518083,740.6494925362723,0.014347513557053637
2025-03-27,757.0977783203125,760.528883157817,745.5300654063271,748.765095143516,15648616.0,0.011128567865732856,747.5327061244419,0.01460238066164839
2025-03-28,756.3135375976562,763.2737549045355,751.9021170931981,756.9017030647627,7628185.0,-0.0007770698159681018,751.2299019949777,0.014644858525418256
2025-04-01,756.5096435546875,767.3421201573958,748.1769600397238,751.7060726537488,7011125.0,0.006390224950532346,754.3319091796875,0.014680491323234556
2025-04-02,760.6759643554688,761.7052838533914,749.2552627425828,757.0977881876627,5458436.0,0.004726174377515354,757.5179356166294,0.01468355809253695
2025-04-03,763.8619995117188,769.2537358201085,754.7940793566994,754.8430831745769,7956680.0,0.011948067801339281,757.2938668387277,0.010206250796447727
2025-04-04,752.34326171875,767.4891505617313,749.9414763962274,763.7639032041603,8231194.0,-0.014953104535967442,756.5376238141741,0.010424205884301959
2025-04-07,732.1978149414062,738.8639496862081,715.6304557983397,715.6304557983397,14923235.0,0.02315071837542808,754.1428571428571,0.011850061183624023
2025-04-08,753.4706420898438,758.764370936846,743.2263906334504,745.0399507907015,12911288.0,0.011315757349917788,753.6246948242188,0.011863911871191153
2025-04-09,727.59033203125,752.8334615673064,726.4139412123398,751.9021496759307,11319387.0,-0.03233375201169334,749.5213797433036,0.018814911588830703
2025-04-11,739.0109252929688,744.7458077183372,731.3154714106737,744.0595747998677,9360327.0,-0.0067852759078558126,747.0215628487723,0.018898740694124616
2025-04-15,748.4710083007812,755.5292930373557,742.1969641274441,754.8430601068783,7859090.0,-0.008441558441558453,745.2779976981027,0.01895652528094914
